
capacity	voltage
422.4678	4.2899
424.5801	4.2895
426.6756	4.2889
428.8048	4.2884
430.9171	4.2878
433.0295	4.2873
435.1418	4.2866
437.2542	4.2861
439.3665	4.2855
441.4788	4.2850
443.5912	4.2846
445.7035	4.2840
447.8158	4.2834
449.9282	4.2829
452.0405	4.2823
454.1529	4.2817
456.2652	4.2812
458.3775	4.2805
460.4899	4.2798
462.6022	4.2794
464.7146	4.2788
466.8085	4.2783
468.9392	4.2777
471.0516	4.2771
473.1639	4.2765
475.2763	4.2760
477.3886	4.2756
479.4820	4.2748
481.6133	4.2744
483.7256	4.2737
485.8188	4.2731
487.9503	4.2725
490.0626	4.2719
492.1750	4.2715
494.2678	4.2708
496.3996	4.2702
498.5120	4.2696
500.6046	4.2690
502.7367	4.2686
504.8291	4.2679
506.9613	4.2673
509.0737	4.2667
511.1860	4.2661
513.2984	4.2655
515.3904	4.2650
517.5230	4.2644
519.6354	4.2638
521.7477	4.2631
523.8600	4.2625
525.9516	4.2620
528.0847	4.2614
530.1971	4.2608
532.3094	4.2602
534.4007	4.2596
536.5341	4.2591
538.6464	4.2585
540.7588	4.2577
542.8711	4.2571
544.9834	4.2565
547.0958	4.2559
549.1864	4.2553
551.3205	4.2547
553.4328	4.2541
555.5232	4.2536
557.6355	4.2530
559.7477	4.2524
561.8821	4.2516
563.9722	4.2509
566.1068	4.2504
568.2192	4.2498
570.3315	4.2492
572.4438	4.2486
574.5562	4.2480
576.6685	4.2473
578.7809	4.2467
580.8932	4.2460
583.0055	4.2454
585.1179	4.2448
587.2302	4.2441
589.3193	4.2435
591.4549	4.2428
593.5672	4.2423
595.6796	4.2415
597.7919	4.2409
599.8806	4.2402
602.0166	4.2396
604.1289	4.2390
606.2413	4.2383
608.3296	4.2377
610.4659	4.2371
612.5541	4.2365
614.6906	4.2359
616.7786	4.2353
618.8909	4.2344
621.0276	4.2338
623.1400	4.2332
625.2523	4.2325
627.3647	4.2319
629.4770	4.2313
631.5893	4.2307
633.7017	4.2301
635.8140	4.2293
637.9263	4.2286
640.0387	4.2280
642.1510	4.2274
644.2634	4.2267
646.3757	4.2260
648.4880	4.2254
650.6004	4.2248
652.6870	4.2242
654.8251	4.2234
656.9374	4.2226
659.0497	4.2220
661.1621	4.2214
663.2744	4.2208
665.3868	4.2200
667.4991	4.2194
669.5850	4.2188
671.7238	4.2181
673.8361	4.2173
675.9218	4.2167
678.0608	4.2161
680.1731	4.2153
682.2855	4.2147
684.3708	4.2141
686.5101	4.2133
688.6225	4.2127
690.7076	4.2119
692.8198	4.2113
694.9595	4.2106
697.0718	4.2100
699.1842	4.2094
701.2965	4.2086
703.3811	4.2080
705.5212	4.2074
707.6335	4.2068
709.7459	4.2058
711.8582	4.2052
713.9424	4.2046
716.0829	4.2039
718.1952	4.2032
720.3076	4.2025
722.4199	4.2019
724.5322	4.2013
726.6446	4.2004
728.7569	4.1997
730.8693	4.1991
732.9816	4.1984
735.0939	4.1976
737.2063	4.1970
739.3186	4.1964
741.4310	4.1956
743.5433	4.1950
745.6556	4.1942
747.7680	4.1935
749.8803	4.1927
751.9926	4.1921
754.1050	4.1915
756.2173	4.1909
758.3297	4.1901
760.4420	4.1894
762.5543	4.1886
764.6667	4.1880
766.7790	4.1872
768.8914	4.1866
771.0037	4.1859
773.1160	4.1852
775.1978	4.1845
777.3100	4.1839
779.4531	4.1830
781.5654	4.1823
783.6777	4.1817
785.7901	4.1810
787.9024	4.1804
790.0147	4.1796
792.1271	4.1790
794.2394	4.1782
796.3518	4.1775
798.4641	4.1767
800.5764	4.1761
802.6571	4.1753
804.8011	4.1746
806.8816	4.1740
808.9939	4.1733
811.1381	4.1726
813.2184	4.1720
815.3628	4.1711
817.4752	4.1704
819.5875	4.1697
821.6998	4.1691
823.8122	4.1683
825.9245	4.1677
828.0368	4.1669
830.1492	4.1660
832.2287	4.1654
834.3409	4.1648
836.4862	4.1640
838.5985	4.1634
840.7109	4.1627
842.8232	4.1621
844.9356	4.1613
847.0479	4.1607
849.1267	4.1598
851.2726	4.1590
853.3849	4.1584
855.4973	4.1576
857.6096	4.1570
859.7219	4.1563
861.8343	4.1556
863.9466	4.1549
866.0589	4.1541
868.1713	4.1534
870.2836	4.1527
872.3960	4.1521
874.5083	4.1514
876.5861	4.1506
878.6983	4.1500
880.8453	4.1494
882.9577	4.1485
885.0700	4.1479
887.1823	4.1471
889.2947	4.1463
891.4070	4.1457
893.5194	4.1451
895.6317	4.1443
897.7440	4.1436
899.8564	4.1428
901.9331	4.1421
904.0810	4.1413
906.1934	4.1407
908.2699	4.1399
910.3821	4.1393
912.5304	4.1386
914.6427	4.1379
916.7551	4.1370
918.8674	4.1364
920.9798	4.1358
923.0921	4.1350
925.1679	4.1343
927.3168	4.1337
929.3924	4.1329
931.5047	4.1323
933.6170	4.1314
935.7292	4.1308
937.8785	4.1300
939.9908	4.1292
942.1031	4.1286
944.2155	4.1279
946.3278	4.1273
948.4402	4.1265
950.5150	4.1257
952.6273	4.1250
954.7395	4.1244
956.8518	4.1236
958.9640	4.1228
961.1142	4.1222
963.2265	4.1215
965.3389	4.1209
967.4130	4.1199
969.5253	4.1193
971.6759	4.1187
973.7882	4.1180
975.9006	4.1172
978.0129	4.1166
980.0866	4.1158
982.2376	4.1152
984.3499	4.1143
986.4623	4.1137
988.5746	4.1129
990.6479	4.1123
992.7993	4.1115
994.9116	4.1109
997.0240	4.1102
999.1363	4.1096
1001.2486	4.1088
1003.3610	4.1080
1005.4336	4.1073
1007.5459	4.1065
1009.6980	4.1059
1011.8103	4.1053
1013.9227	4.1045
1015.9949	4.1038
1018.1473	4.1032
1020.2597	4.1024
1022.3720	4.1016
1024.4844	4.1010
1026.5967	4.1003
1028.7090	4.0996
1030.7807	4.0989
1032.8930	4.0983
1035.0461	4.0975
1037.1584	4.0966
1039.2707	4.0960
1041.3831	4.0952
1043.4954	4.0946
1045.5665	4.0940
1047.6788	4.0932
1049.7910	4.0925
1051.9448	4.0919
1054.0155	4.0909
1056.1694	4.0903
1058.2400	4.0896
1060.3941	4.0890
1062.5065	4.0882
1064.5768	4.0876
1066.7311	4.0868
1068.8435	4.0862
1070.9136	4.0853
1073.0682	4.0847
1075.1805	4.0839
1077.2928	4.0832
1079.4052	4.0826
1081.4748	4.0818
1083.6299	4.0812
1085.7422	4.0806
1087.8545	4.0797
1089.9669	4.0789
1092.0361	4.0783
1094.1915	4.0777
1096.3039	4.0769
1098.4162	4.0763
1100.5286	4.0755
1102.5974	4.0749
1104.7532	4.0743
1106.8656	4.0734
1108.9779	4.0728
1111.0903	4.0720
1113.2026	4.0713
1115.2709	4.0706
1117.4273	4.0699
1119.5396	4.0693
1121.6077	4.0684
1123.7200	4.0677
1125.8322	4.0671
1127.9445	4.0664
1130.1013	4.0656
1132.1690	4.0650
1134.3260	4.0644
1136.3935	4.0636
1138.5507	4.0629
1140.6180	4.0621
1142.7303	4.0615
1144.8877	4.0607
1147.0000	4.0600
1149.0670	4.0594
1151.2247	4.0587
1153.3370	4.0580
1155.4494	4.0574
1157.5617	4.0565
1159.6283	4.0558
1161.7864	4.0551
1163.8987	4.0545
1166.0111	4.0539
1168.1234	4.0531
1170.1896	4.0525
1172.3018	4.0519
1174.4604	4.0510
1176.5263	4.0504
1178.6851	4.0496
1180.7974	4.0488
1182.9098	4.0482
1185.0221	4.0476
1187.1345	4.0468
1189.2468	4.0461
1191.3591	4.0453
1193.4244	4.0447
1195.5838	4.0439
1197.6962	4.0433
1199.8085	4.0426
1201.9208	4.0420
1204.0332	4.0412
1206.1455	4.0406
1208.2578	4.0397
1210.3224	4.0391
1212.4347	4.0385
1214.5469	4.0377
1216.7072	4.0369
1218.7715	4.0363
1220.8837	4.0357
1222.9960	4.0349
1225.1566	4.0343
1227.2205	4.0334
1229.3812	4.0328
1231.4450	4.0322
1233.6059	4.0314
1235.7183	4.0307
1237.8306	4.0301
1239.8940	4.0294
1242.0063	4.0287
1244.1185	4.0279
1246.2308	4.0272
1248.3430	4.0266
1250.5046	4.0258
1252.6170	4.0252
1254.6798	4.0244
1256.7921	4.0237
1258.9043	4.0230
1261.0166	4.0223
1263.1288	4.0215
1265.2411	4.0209
1267.3533	4.0201
1269.4656	4.0195
1271.6280	4.0189
1273.6901	4.0182
1275.8024	4.0175
1277.9146	4.0166
1280.0774	4.0160
1282.1391	4.0153
1284.3020	4.0146
1286.3636	4.0139
1288.4759	4.0133
1290.5881	4.0127
1292.7004	4.0119
1294.8127	4.0113
1296.9249	4.0104
1299.0372	4.0098
1301.1494	4.0090
1303.2617	4.0084
1305.3739	4.0076
1307.5378	4.0070
1309.5984	4.0063
1311.7107	4.0056
1313.8230	4.0049
1315.9352	4.0041
1318.0475	4.0035
1320.1597	4.0027
1322.3241	4.0021
1324.3842	4.0014
1326.5488	4.0008
1328.6612	4.0000
1330.7735	3.9992
1332.8333	3.9985
1334.9455	3.9979
1337.1105	3.9971
1339.2229	3.9965
1341.3352	3.9957
1343.3945	3.9951
1345.5068	3.9944
1347.6722	3.9936
1349.7313	3.9930
1351.8969	3.9922
1354.0092	3.9915
1356.1216	3.9908
1358.2339	3.9901
1360.3462	3.9895
1362.4048	3.9887
1364.5171	3.9879
1366.6293	3.9872
1368.7416	3.9866
1370.8539	3.9858
1372.9661	3.9852
1375.0784	3.9844
1377.1906	3.9838
1379.3029	3.9831
1381.4151	3.9821
1383.5274	3.9815
1385.6396	3.9808
1387.7519	3.9802
1389.8642	3.9794
1391.9764	3.9788
1394.1437	3.9780
1396.2009	3.9774
1398.3132	3.9765
1400.4807	3.9759
1402.5930	3.9751
1404.6499	3.9745
1406.7622	3.9738
1408.8745	3.9730
1410.9867	3.9724
1413.1547	3.9716
1415.2112	3.9710
1417.3235	3.9701
1419.4357	3.9695
1421.5480	3.9687
1423.6602	3.9681
1425.7725	3.9673
1427.8848	3.9667
1429.9970	3.9660
1432.1093	3.9654
1434.2215	3.9644
1436.3904	3.9637
1438.4460	3.9631
1440.6151	3.9623
1442.7275	3.9617
1444.7828	3.9609
1446.9521	3.9603
1449.0073	3.9596
1451.1768	3.9588
1453.2318	3.9580
1455.3441	3.9573
1457.4563	3.9567
1459.5686	3.9559
1461.6808	3.9553
1463.7931	3.9545
1465.9054	3.9538
1468.0176	3.9530
1470.1299	3.9524
1472.2421	3.9516
1474.3544	3.9510
1476.4666	3.9504
1478.5789	3.9496
1480.6911	3.9490
1482.8034	3.9483
1484.9157	3.9475
1487.0279	3.9469
1489.1402	3.9461
1491.2524	3.9455
1493.3647	3.9449
1495.4769	3.9442
1497.5892	3.9435
1499.7014	3.9428
1501.8137	3.9420
1503.9260	3.9414
1506.0382	3.9408
1508.1505	3.9400
1510.2627	3.9394
1512.3750	3.9387
1514.5470	3.9380
1516.5995	3.9374
1518.7717	3.9368
1520.8840	3.9359
1522.9363	3.9353
1525.1087	3.9347
1527.2210	3.9341
1529.2730	3.9335
1531.3853	3.9329
1533.5580	3.9322
1535.6704	3.9315
1537.7827	3.9309
1539.8343	3.9301
1542.0074	3.9295
1544.0588	3.9289
1546.1711	3.9283
1548.2833	3.9277
1550.3956	3.9271
1552.5691	3.9265
1554.6201	3.9258
1556.7323	3.9252
1558.8446	3.9245
1560.9569	3.9239
1563.0691	3.9232
1565.1814	3.9226
1567.2936	3.9220
1569.4678	3.9214
1571.5181	3.9208
1573.6304	3.9202
1575.7426	3.9196
1577.8549	3.9188
1579.9672	3.9182
1582.0794	3.9178
1584.1917	3.9171
1586.3039	3.9165
1588.4162	3.9159
1590.5284	3.9155
1592.6407	3.9147
1594.7529	3.9142
1596.8652	3.9136
1598.9775	3.9129
1601.0897	3.9123
1603.2020	3.9118
1605.3142	3.9112
1607.4265	3.9107
1609.6022	3.9101
1611.6510	3.9095
1613.7632	3.9089
1615.9393	3.9084
1617.9878	3.9078
1620.1000	3.9071
1622.2123	3.9065
1624.3245	3.9060
1626.4368	3.9055
1628.5490	3.9049
1630.7256	3.9043
1632.7735	3.9039
1634.9503	3.9033
1637.0626	3.9026
1639.1750	3.9022
1641.2226	3.9014
1643.3348	3.9010
1645.4471	3.9004
1647.5593	3.8999
1649.7367	3.8993
1651.7838	3.8988
1653.8961	3.8982
1656.0737	3.8978
1658.1206	3.8972
1660.2329	3.8967
1662.3451	3.8961
1664.4574	3.8955
1666.5696	3.8950
1668.6819	3.8946
1670.7941	3.8939
1672.9724	3.8933
1675.0187	3.8929
1677.1309	3.8924
1679.2432	3.8918
1681.4218	3.8914
1683.5341	3.8907
1685.5799	3.8901
1687.6922	3.8897
1689.8044	3.8891
1691.9167	3.8886
1694.0290	3.8882
1696.2081	3.8875
1698.3205	3.8871
1700.3657	3.8866
1702.4780	3.8860
1704.5902	3.8856
1706.7025	3.8849
1708.8147	3.8843
1710.9945	3.8839
1713.0393	3.8834
1715.2192	3.8828
1717.2638	3.8824
1719.4439	3.8819
1721.5562	3.8814
1723.6685	3.8808
1725.7128	3.8804
1727.8250	3.8799
1729.9373	3.8795
1732.0496	3.8787
1734.1618	3.8782
1736.2741	3.8778
1738.3863	3.8773
1740.4986	3.8769
1742.6108	3.8764
1744.7231	3.8758
1746.8353	3.8753
1748.9476	3.8749
1751.0599	3.8744
1753.1721	3.8738
1755.2844	3.8733
1757.3966	3.8727
1759.5783	3.8723
1761.6211	3.8718
1763.8030	3.8712
1765.8456	3.8708
1768.0277	3.8703
1770.0702	3.8698
1772.2523	3.8694
1774.2947	3.8689
1776.4069	3.8685
1778.5192	3.8680
1780.6314	3.8674
1782.7437	3.8669
1784.8559	3.8663
1786.9682	3.8659
1789.1510	3.8654
1791.1927	3.8650
1793.3050	3.8645
1795.4172	3.8640
1797.5295	3.8636
1799.6417	3.8631
1801.7540	3.8627
1803.8662	3.8622
1805.9785	3.8616
1808.0908	3.8611
1810.2030	3.8605
1812.3153	3.8601
1814.4275	3.8596
1816.5398	3.8592
1818.6520	3.8587
1820.7643	3.8582
1822.8765	3.8579
1824.9888	3.8575
1827.1011	3.8569
1829.2133	3.8564
1831.3256	3.8560
1833.4378	3.8553
1835.5501	3.8549
1837.6623	3.8544
1839.7746	3.8540
1841.8868	3.8537
1843.9991	3.8531
1846.1114	3.8526
1848.2236	3.8521
1850.3359	3.8518
1852.4481	3.8514
1854.5604	3.8508
1856.6726	3.8502
1858.7849	3.8499
1860.8971	3.8494
1863.0094	3.8489
1865.1217	3.8485
1867.2339	3.8480
1869.3462	3.8476
1871.5323	3.8471
1873.5707	3.8466
1875.7569	3.8462
1877.7952	3.8459
1879.9074	3.8453
1882.0197	3.8450
1884.1320	3.8444
1886.2442	3.8439
1888.3565	3.8434
1890.4687	3.8430
1892.5810	3.8425
1894.6932	3.8421
1896.8803	3.8416
1898.9177	3.8413
1901.1050	3.8408
1903.2173	3.8404
1905.2545	3.8399
1907.3668	3.8395
1909.5544	3.8390
1911.5913	3.8384
1913.7035	3.8381
1915.8914	3.8375
1918.0037	3.8370
1920.0403	3.8367
1922.2284	3.8363
1924.2648	3.8358
1926.4531	3.8354
1928.4893	3.8349
1930.6016	3.8344
1932.7138	3.8341
1934.9024	3.8335
1937.0148	3.8332
1939.0506	3.8326
1941.1629	3.8322
1943.2751	3.8317
1945.3874	3.8314
1947.4996	3.8309
1949.6119	3.8305
1951.7241	3.8300
1953.8364	3.8297
1955.9486	3.8293
1958.0609	3.8288
1960.1732	3.8283
1962.2854	3.8279
1964.3977	3.8274
1966.5099	3.8270
1968.6222	3.8265
1970.7344	3.8260
1972.8467	3.8256
1974.9589	3.8251
1977.0712	3.8247
1979.2615	3.8244
1981.2957	3.8239
1983.4080	3.8235
1985.5202	3.8230
1987.6325	3.8225
1989.7447	3.8222
1991.8570	3.8218
1993.9692	3.8212
1996.0815	3.8209
1998.1938	3.8204
2000.3060	3.8199
2002.4183	3.8196
2004.5305	3.8192
2006.6428	3.8187
2008.7550	3.8183
2010.8673	3.8180
2012.9795	3.8175
2015.0918	3.8170
2017.2041	3.8166
2019.3163	3.8163
2021.4286	3.8157
2023.5408	3.8152
2025.6531	3.8149
2027.7653	3.8144
2029.8776	3.8140
2031.9898	3.8137
2034.1021	3.8132
2036.2144	3.8128
2038.3266	3.8123
2040.4389	3.8120
2042.6317	3.8116
2044.6634	3.8112
2046.7756	3.8108
2048.8879	3.8103
2051.0001	3.8097
2053.1124	3.8094
2055.2247	3.8090
2057.4181	3.8085
2059.5304	3.8080
2061.5614	3.8077
2063.6737	3.8073
2065.7859	3.8068
2067.8982	3.8065
2070.0104	3.8061
2072.1227	3.8058
2074.2350	3.8053
2076.3472	3.8050
2078.4595	3.8045
2080.5717	3.8039
2082.6840	3.8035
2084.7962	3.8032
2086.9085	3.8027
2089.0207	3.8024
2091.1330	3.8019
2093.2453	3.8016
2095.3575	3.8012
2097.5525	3.8007
2099.5820	3.8004
2101.6943	3.8000
2103.8065	3.7996
2106.0019	3.7992
2108.0310	3.7989
2110.1433	3.7983
2112.2556	3.7978
2114.4512	3.7975
2116.5636	3.7971
2118.5923	3.7967
2120.7882	3.7963
2122.8168	3.7960
2124.9291	3.7955
2127.0413	3.7952
2129.1536	3.7948
2131.2659	3.7945
2133.3781	3.7940
2135.4904	3.7937
2137.6026	3.7932
2139.7149	3.7926
2141.8271	3.7923
2143.9394	3.7920
2146.0516	3.7916
2148.1639	3.7911
2150.2762	3.7908
2152.3884	3.7903
2154.5007	3.7900
2156.6129	3.7896
2158.7252	3.7893
2160.8374	3.7888
2162.9497	3.7885
2165.0619	3.7881
2167.1742	3.7877
2169.2865	3.7873
2171.3987	3.7868
2173.5110	3.7865
2175.6232	3.7861
2177.7355	3.7858
2179.8477	3.7853
2181.9600	3.7850
2184.0722	3.7847
2186.1845	3.7842
2188.2968	3.7839
2190.4090	3.7835
2192.5213	3.7832
2194.6335	3.7829
2196.7458	3.7824
2198.8580	3.7821
2201.0571	3.7816
2203.0825	3.7812
2205.2818	3.7809
2207.3071	3.7804
2209.4193	3.7801
2211.5316	3.7797
2213.6438	3.7794
2215.7561	3.7790
2217.8683	3.7786
2219.9806	3.7783
2222.0928	3.7778
2224.2051	3.7775
2226.3174	3.7771
2228.4296	3.7768
2230.5419	3.7765
2232.6541	3.7760
2234.7664	3.7755
2236.8786	3.7752
2238.9909	3.7748
2241.1031	3.7745
2243.2154	3.7740
2245.4162	3.7739
2247.4399	3.7734
2249.6409	3.7731
2251.6644	3.7726
2253.7767	3.7723
2255.8889	3.7720
2258.0012	3.7717
2260.1134	3.7713
2262.2257	3.7710
2264.3380	3.7707
2266.4502	3.7704
2268.6520	3.7697
2270.6747	3.7694
2272.7870	3.7691
2274.8992	3.7687
2277.0115	3.7684
2279.1237	3.7681
2281.2360	3.7678
2283.3483	3.7673
2285.4605	3.7670
2287.5728	3.7667
2289.6850	3.7662
2291.7973	3.7659
2294.0000	3.7655
2296.0218	3.7653
2298.1340	3.7649
2300.2463	3.7646
2302.3586	3.7642
2304.4708	3.7636
2306.5831	3.7633
2308.6953	3.7630
2310.8076	3.7627
2312.9198	3.7623
2315.1234	3.7620
2317.1443	3.7617
2319.2566	3.7613
2321.3689	3.7609
2323.4811	3.7606
2325.5934	3.7603
2327.7056	3.7600
2329.8179	3.7595
2331.9301	3.7592
2334.0424	3.7589
2336.1546	3.7586
2338.3592	3.7581
2340.3792	3.7578
2342.4914	3.7574
2344.6037	3.7571
2346.7159	3.7568
2348.8282	3.7565
2350.9404	3.7562
2353.0527	3.7557
2355.1649	3.7556
2357.2772	3.7552
2359.3895	3.7548
2361.5017	3.7545
2363.6140	3.7542
2365.7262	3.7539
2367.8385	3.7536
2370.0442	3.7531
2372.0630	3.7528
2374.1752	3.7523
2376.2875	3.7520
2378.3998	3.7517
2380.5120	3.7514
2382.6243	3.7511
2384.8306	3.7507
2386.8488	3.7504
2389.0553	3.7501
2391.0733	3.7498
2393.1855	3.7494
2395.2978	3.7491
2397.4101	3.7488
2399.5223	3.7485
2401.7293	3.7481
2403.8417	3.7478
2405.8591	3.7476
2408.0663	3.7472
2410.0836	3.7467
2412.2910	3.7464
2414.3081	3.7461
2416.4204	3.7458
2418.5326	3.7455
2420.7404	3.7452
2422.7571	3.7449
2424.8694	3.7446
2426.9816	3.7443
2429.0939	3.7440
2431.2061	3.7436
2433.3184	3.7433
2435.4307	3.7430
2437.5429	3.7427
2439.6552	3.7423
2441.8638	3.7420
2443.8797	3.7417
2445.9919	3.7414
2448.1042	3.7409
2450.3131	3.7406
2452.3287	3.7403
2454.5378	3.7400
2456.5532	3.7397
2458.6655	3.7394
2460.7777	3.7391
2462.9871	3.7388
2465.0995	3.7385
2467.1145	3.7382
2469.2267	3.7378
2471.3390	3.7375
2473.4513	3.7372
2475.6612	3.7369
2477.6758	3.7366
2479.8859	3.7363
2481.9003	3.7360
2484.0125	3.7357
2486.2229	3.7353
2488.3352	3.7350
2490.3493	3.7346
2492.4616	3.7342
2494.6722	3.7339
2496.6861	3.7336
2498.7983	3.7333
2500.9106	3.7330
2503.0228	3.7327
2505.1351	3.7324
2507.2473	3.7321
2509.2573	3.7317
2511.4719	3.7313
2513.5841	3.7311
2515.5938	3.7307
2517.8086	3.7305
2519.8181	3.7302
2522.0331	3.7299
2524.1454	3.7295
2526.2576	3.7292
2528.2668	3.7288
2530.4822	3.7285
2532.5944	3.7282
2534.7067	3.7279
2536.8189	3.7276
2538.9312	3.7273
2541.0434	3.7270
2543.1557	3.7267
2545.2679	3.7264
2547.3802	3.7261
2549.4925	3.7259
2551.5007	3.7255
2553.7170	3.7252
2555.8292	3.7249
2557.9415	3.7246
2560.0537	3.7244
2562.1660	3.7238
2564.2782	3.7235
2566.3905	3.7234
2568.5028	3.7229
2570.6150	3.7227
2572.7273	3.7223
2574.8395	3.7221
2576.9518	3.7218
2579.0640	3.7215
2581.1763	3.7212
2583.2885	3.7209
2585.4008	3.7206
2587.5131	3.7203
2589.6253	3.7200
2591.7376	3.7197
2593.8498	3.7194
2595.9621	3.7191
2598.0743	3.7188
2600.1866	3.7185
2602.2988	3.7183
2604.4111	3.7177
2606.5234	3.7176
2608.6356	3.7171
2610.7479	3.7169
2612.8601	3.7166
2614.9724	3.7163
2617.0846	3.7160
2619.1969	3.7157
2621.3091	3.7154
2623.4214	3.7151
2625.5337	3.7148
2627.6459	3.7145
2629.7582	3.7142
2631.8704	3.7139
2633.9827	3.7136
2636.0949	3.7133
2638.2072	3.7130
2640.3194	3.7127
2642.4317	3.7124
2644.6483	3.7119
2646.6562	3.7116
2648.7685	3.7113
2650.8807	3.7110
2652.9930	3.7108
2655.1052	3.7104
2657.3223	3.7102
2659.3297	3.7099
2661.4420	3.7096
2663.5543	3.7093
2665.6665	3.7090
2667.7788	3.7087
2669.8910	3.7084
2672.0033	3.7081
2674.2210	3.7078
2676.2278	3.7075
2678.3400	3.7072
2680.4523	3.7069
2682.5646	3.7064
2684.6768	3.7063
2686.7891	3.7058
2688.9013	3.7055
2691.1197	3.7052
2693.1258	3.7049
2695.3444	3.7046
2697.3503	3.7043
2699.4626	3.7040
2701.5749	3.7037
2703.6871	3.7034
2705.7994	3.7032
2707.9116	3.7028
2710.0239	3.7024
2712.1361	3.7021
2714.2484	3.7018
2716.3606	3.7015
2718.5802	3.7012
2720.6925	3.7008
2722.8048	3.7005
2724.8097	3.7002
2726.9219	3.7000
2729.1418	3.6995
2731.1464	3.6992
2733.3665	3.6991
2735.3709	3.6986
2737.4832	3.6985
2739.5955	3.6982
2741.8159	3.6979
2743.9282	3.6976
2746.0406	3.6973
2748.0445	3.6970
2750.1567	3.6967
2752.3776	3.6963
2754.4899	3.6960
2756.4935	3.6957
2758.6058	3.6954
2760.8269	3.6950
2762.9393	3.6947
2764.9425	3.6944
2767.0548	3.6942
2769.1670	3.6939
2771.3886	3.6936
2773.5010	3.6931
2775.5038	3.6928
