
Cap(mAh)	Voltage
0.183130306	0.129521739
0.183496806	0.130086957
0.183802222	0.130086957
0.184168722	0.130086957
0.184474139	0.129521739
0.184840722	0.129521739
0.185146208	0.129521739
0.185512708	0.130086957
0.185818125	0.130086957
0.186184625	0.130086957
0.186490042	0.129521739
0.186795458	0.130086957
0.187161958	0.130086957
0.187528458	0.130086957
0.187833875	0.130086957
0.188200375	0.130086957
0.188505792	0.130086957
0.188872292	0.129521739
0.189238792	0.130086957
0.189544208	0.130086957
0.189910708	0.130086957
0.190216125	0.130086957
0.190582625	0.130086957
0.190949125	0.130086957
0.191254542	0.130086957
0.191621042	0.130086957
0.191926458	0.130086957
0.192231875	0.130086957
0.192598375	0.129521739
0.192903792	0.130086957
0.193270292	0.130086957
0.193697875	0.130086957
0.194003292	0.130086957
0.194308708	0.130086957
0.194675208	0.130086957
0.195041708	0.130014213
0.195347125	0.1299045
0.195713625	0.129772844
0.196019042	0.129097913
0.196385542	0.129652174
0.196690958	0.129652174
0.197057458	0.129652174
0.197423958	0.129652174
0.197729375	0.129652174
0.198095875	0.129652174
0.198401292	0.129652174
0.198767792	0.129652174
0.199134292	0.129652174
0.199439708	0.129652174
0.199806208	0.129652174
0.200111625	0.129652174
0.200478208	0.129652174
0.200783694	0.129652174
0.201150194	0.129652174
0.201455611	0.129652174
0.201822111	0.129652174
0.202188611	0.129652174
0.202494028	0.129652174
0.202860528	0.129652174
0.203165944	0.129652174
0.203532444	0.129652174
0.203837861	0.129652174
0.204204361	0.129652174
0.204509778	0.129652174
0.204876278	0.129652174
0.205181694	0.129652174
0.205548194	0.129652174
0.205853611	0.129652174
0.206220111	0.129652174
0.206525528	0.129652174
0.206830944	0.129652174
0.207197444	0.129652174
0.207502861	0.129652174
0.207869361	0.129652174
0.208174778	0.129652174
0.208541278	0.129652174
0.208907778	0.129652174
0.209213194	0.129652174
0.209518611	0.129652174
0.209885111	0.129652174
0.210190528	0.129652174
0.210557028	0.129652174
0.210862444	0.129652174
0.211228944	0.129652174
0.211534361	0.129652174
0.211900861	0.129652174
0.212206278	0.129652174
0.212511694	0.129652174
0.212817111	0.129652174
0.213183611	0.129652174
0.213489028	0.129652174
0.213855528	0.129652174
0.214160944	0.129652174
0.214527444	0.129652174
0.214893944	0.129652174
0.215199361	0.129652174
0.215504778	0.129652174
0.215871278	0.129652174
0.216176694	0.129652174
0.216543194	0.129652174
0.216848611	0.129652174
0.217215111	0.129652174
0.217520528	0.129652174
0.217887111	0.129652174
0.218192597	0.129652174
0.218498014	0.129652174
0.218803431	0.129652174
0.219108847	0.129652174
0.219414264	0.129652174
0.219719681	0.129652174
0.220086181	0.129652174
0.220391597	0.129652174
0.220758097	0.129652174
0.221063514	0.129652174
0.221430097	0.129652174
0.221735583	0.129652174
0.222041	0.129652174
0.2224075	0.129652174
0.222712917	0.129652174
0.223018333	0.129652174
0.22332375	0.129652174
0.223690333	0.129652174
0.223995819	0.129652174
0.224362319	0.129652174
0.224728819	0.129652174
0.225034236	0.129652174
0.225400736	0.129652174
0.225706153	0.129652174
0.226072653	0.129652174
0.226378069	0.129652174
0.226744569	0.129652174
0.227049986	0.129652174
0.227416486	0.129652174
0.227721903	0.129652174
0.228088403	0.129652174
0.228393819	0.129652174
0.228821403	0.129652174
0.229187903	0.129652174
0.229493319	0.129652174
0.229859819	0.129652174
0.230165236	0.129652174
0.230531736	0.129652174
0.230837153	0.129652174
0.231203653	0.129652174
0.231509069	0.129652174
0.231875569	0.129652174
0.232180986	0.129652174
0.232547486	0.129652174
0.232913986	0.129652174
0.233219403	0.129652174
0.233585903	0.129652174
0.233952403	0.129652174
0.234257819	0.129652174
0.234624319	0.129652174
0.234929736	0.129652174
0.235296236	0.129652174
0.235662736	0.129652174
0.235968153	0.129652174
0.236334653	0.129652174
0.236701153	0.129652174
0.237006569	0.129652174
0.237373069	0.129652174
0.237739569	0.12953913
0.238044986	0.12953913
0.238411486	0.129426087
0.238777986	0.12953913
0.239083403	0.129426087
0.239449903	0.12953913
0.239755319	0.129426087
0.240121819	0.12953913
0.240427236	0.12953913
0.240793736	0.129426087
0.241160236	0.12953913
0.241465653	0.12953913
0.241832153	0.12953913
0.242198653	0.12953913
0.242565153	0.12953913
0.242870569	0.12953913
0.243237153	0.129426087
0.243603736	0.12953913
0.243909153	0.12953913
0.244275653	0.12953913
0.244642153	0.12953913
0.245069736	0.12953913
0.245375153	0.12953913
0.245680569	0.12953913
0.246047069	0.129426087
0.246413653	0.12953913
0.246719139	0.12953913
0.247085639	0.12953913
0.247452139	0.12953913
0.247757556	0.129426087
0.248124056	0.12953913
0.248551639	0.12953913
0.248979222	0.12953913
0.249345722	0.12953913
0.249651139	0.12953913
0.250017639	0.12953913
0.250384139	0.12953913
0.250689556	0.12953913
0.251056056	0.129426087
0.251361472	0.12953913
0.251727972	0.12953913
0.252094472	0.12953913
0.252460972	0.12953913
0.252766389	0.12953913
0.253132889	0.129426087
0.253438306	0.129426087
0.253804806	0.12953913
0.254110222	0.12953913
0.254476722	0.12953913
0.254843222	0.129426087
0.255148639	0.129426087
0.255515139	0.129426087
0.255881639	0.129426087
0.256187056	0.12953913
0.256553556	0.12953913
0.256858972	0.12953913
0.257225472	0.12953913
0.257530889	0.12953913
0.257897389	0.12953913
0.258263972	0.12953913
0.258630556	0.12953913
0.258935972	0.12953913
0.259302472	0.12953913
0.259668972	0.12953913
0.259974389	0.12953913
0.260279806	0.12953913
0.260646306	0.12953913
0.260951722	0.12953913
0.261318222	0.12953913
0.261684722	0.12953913
0.261990139	0.12953913
0.262356639	0.12953913
0.262723139	0.12953913
0.263028556	0.12953913
0.263395056	0.12953913
0.263822639	0.12953913
0.264128056	0.12953913
0.264433472	0.12953913
0.264799972	0.12953913
0.265105389	0.12953913
0.265410806	0.129474461
0.265777306	0.129342787
0.266082722	0.129233058
0.266449222	0.129104348
0.266754639	0.129104348
0.267121139	0.129104348
0.267426556	0.129104348
0.267793056	0.129155335
0.268098472	0.129265063
0.268464972	0.129396738
0.268770389	0.129506466
0.269136889	0.12953913
0.269442306	0.12953913
0.269808806	0.12953913
0.270114222	0.129451308
0.270480722	0.129319633
0.270786139	0.129209905
0.271152639	0.129104348
0.271458056	0.129104348
0.271824556	0.129104348
0.272191056	0.129104348
0.272496472	0.129104348
0.272801889	0.129104348
0.273168472	0.129104348
0.273473958	0.129104348
0.273840458	0.129104348
0.274145875	0.129104348
0.274512375	0.129104348
0.274817792	0.129104348
0.275184292	0.129104348
0.275489708	0.129104348
0.275856208	0.129104348
0.276161625	0.129104348
0.276528125	0.129104348
0.276833542	0.129104348
0.277200042	0.129217391
0.277505458	0.129104348
0.277871958	0.129104348
0.278177375	0.129104348
0.278543875	0.129104348
0.278849292	0.129104348
0.279215792	0.129104348
0.279521208	0.129104348
0.279887708	0.129104348
0.280193125	0.129104348
0.280559625	0.129104348
0.280865042	0.129104348
0.281170458	0.129104348
0.281536958	0.129104348
0.281842375	0.129104348
0.282269958	0.129104348
0.282575444	0.129104348
0.282942028	0.129217391
0.283247444	0.129104348
0.283613944	0.129104348
0.283919361	0.129217391
0.284346944	0.129104348
0.284652361	0.129104348
0.284957778	0.129104348
0.285324278	0.129217391
0.285690778	0.129104348
0.286057278	0.129104348
0.286362694	0.129104348
0.286668111	0.129104348
0.287034611	0.129104348
0.287340028	0.129104348
0.287645444	0.129104348
0.288011944	0.129104348
0.288378444	0.129104348
0.288683861	0.129104348
0.289050361	0.129217391
0.289355847	0.129217391
0.289722431	0.129104348
0.290027847	0.129104348
0.290333264	0.129104348
0.290699764	0.129217391
0.291005181	0.129104348
0.291371681	0.129217391
0.291677097	0.129104348
0.292043597	0.129217391
0.292349014	0.129104348
0.292715597	0.129217391
0.293021083	0.129217391
0.2933265	0.129217391
0.293693	0.129217391
0.293998417	0.129104348
0.294364917	0.129104348
0.294670333	0.129104348
0.295036833	0.129104348
0.29534225	0.129104348
0.29570875	0.129104348
0.296014167	0.129104348
0.296380667	0.129217391
0.296686153	0.129104348
0.296991639	0.129217391
0.297358139	0.129104348
0.297663625	0.129217391
0.298030208	0.129217391
0.298335625	0.129217391
0.298702125	0.129217391
0.299068625	0.129217391
0.299374042	0.129217391
0.299740542	0.129217391
0.300045958	0.129217391
0.300473542	0.129217391
0.300778958	0.129217391
0.301084375	0.129217391
0.301450875	0.129217391
0.301756292	0.129217391
0.302122792	0.129217391
0.302489292	0.129217391
0.302794708	0.129104348
0.303283375	0.129217391
0.303588792	0.129217391
0.303955292	0.129217391
0.304260708	0.129217391
0.304627208	0.129217391
0.304993708	0.129217391
0.305299125	0.129217391
0.305665625	0.129217391
0.306032125	0.129217391
0.306337542	0.129217391
0.306704042	0.129217391
0.307070542	0.129217391
0.307375958	0.129217391
0.307742458	0.129217391
0.308108958	0.129217391
0.308475458	0.129217391
0.308780875	0.129217391
0.309147375	0.129217391
0.309513875	0.129217391
0.309819292	0.129217391
0.310185792	0.129217391
0.310552292	0.129217391
0.310857778	0.129217391
0.311224361	0.129217391
0.311590861	0.129217391
0.311896278	0.129217391
0.312262778	0.129217391
0.312629278	0.129217391
0.312934694	0.129217391
0.313301194	0.129217391
0.313667694	0.129217391
0.313973111	0.129217391
0.314339611	0.129217391
0.314706111	0.129217391
0.315011528	0.129217391
0.315378028	0.129217391
0.315744528	0.129217391
0.316049944	0.129217391
0.316416444	0.129217391
0.316782944	0.129217391
0.317149444	0.129217391
0.317454861	0.129217391
0.317821361	0.129217391
0.318126778	0.129217391
0.318493278	0.129217391
0.318859778	0.129217391
0.319226278	0.129217391
0.319531694	0.129217391
0.319898194	0.129217391
0.320264694	0.129217391
0.320570111	0.129217391
0.320997694	0.129217391
0.321303111	0.129217391
0.321608528	0.129217391
0.321975028	0.129217391
0.322341528	0.129217391
0.322646944	0.129217391
0.322952361	0.129217391
0.323257778	0.129217391
0.323624278	0.129217391
0.323929694	0.129217391
0.324235111	0.129217391
0.324601611	0.129217391
0.324968111	0.129217391
0.325273528	0.129217391
0.325640028	0.129217391
0.325945514	0.129217391
0.326312097	0.129217391
0.326678597	0.129217391
0.326984014	0.129217391
0.327350514	0.129217391
0.327717014	0.129217391
0.328022431	0.129217391
0.328388931	0.129217391
0.328755431	0.129217391
0.329121931	0.129217391
0.329427417	0.129217391
0.329732903	0.129217391
0.330099403	0.129217391
0.330404819	0.129217391
0.330893486	0.129217391
0.331198903	0.129217391
0.331565403	0.129217391
0.331870819	0.129217391
0.332237319	0.129217391
0.332664903	0.129217391
0.333031403	0.129217391
0.333336819	0.129217391
0.333703319	0.129217391
0.334069819	0.129217391
0.334375236	0.129217391
0.334680653	0.129217391
0.335047153	0.129217391
0.335352569	0.129217391
0.335719153	0.129217391
0.336024639	0.129217391
0.336330056	0.129217391
0.336696556	0.129217391
0.337001972	0.129217391
0.337307389	0.129217391
0.337612806	0.129217391
0.337918222	0.129217391
0.338284722	0.129217391
0.338590139	0.129217391
0.338956639	0.129217391
0.339262056	0.129217391
0.339567472	0.129217391
0.339872889	0.129217391
0.340239389	0.129217391
0.340544806	0.129217391
0.340911306	0.129217391
0.341216792	0.129217391
0.341583375	0.129217391
0.341888792	0.129217391
0.342255292	0.129217391
0.342560708	0.129217391
0.342927208	0.129217391
0.343293708	0.129217391
0.343599125	0.129217391
0.343965625	0.129217391
0.344271042	0.129217391
0.344637542	0.129217391
0.345004042	0.129217391
0.345309458	0.129330435
0.345675958	0.129217391
0.345981375	0.129217391
0.346347875	0.129217391
0.346653292	0.129217391
0.347019792	0.129217391
0.347386292	0.129217391
0.347691708	0.129217391
0.348058208	0.129330435
0.348363625	0.129217391
0.348730125	0.129217391
0.349035542	0.129217391
0.349402042	0.129217391
0.349768542	0.129217391
0.350073958	0.129217391
0.350440458	0.129330435
0.350745875	0.129330435
0.351112375	0.129330435
0.351417792	0.129217391
0.351784292	0.129217391
0.352150875	0.129217391
0.352456361	0.129330435
0.352822861	0.129330435
0.353128278	0.129217391
0.353494778	0.129330435
0.353800194	0.129330435
0.354166694	0.129330435
0.354533194	0.129217391
0.354838611	0.129330435
0.355205111	0.129330435
0.355632792	0.129217391
0.355999375	0.129217391
0.356304792	0.129330435
0.356671292	0.129330435
0.356976708	0.129217391
0.357343208	0.129330435
0.357709708	0.129217391
0.358015125	0.129330435
0.358381625	0.129330435
0.358687111	0.129330435
0.359053694	0.129330435
0.359359111	0.129330435
0.359725611	0.129330435
0.360031028	0.129330435
0.360397528	0.129330435
0.360702944	0.129330435
0.361008361	0.129330435
0.361313778	0.129330435
0.361680278	0.129330435
0.361985694	0.129330435
0.362352194	0.129330435
0.362657611	0.129330435
0.363024111	0.129330435
0.363390611	0.129330435
0.363757111	0.129330435
0.364062528	0.129330435
0.364429028	0.129330435
0.364795528	0.129330435
0.365100944	0.129330435
0.365467444	0.129330435
0.365833944	0.129330435
0.366139361	0.129330435
0.366505861	0.129330435
0.366872361	0.129330435
0.367177778	0.129330435
0.367605361	0.129330435
0.367910778	0.129330435
0.368277278	0.129330435
0.368643778	0.129330435
0.368949194	0.129330435
0.369376778	0.129330435
0.369743278	0.129330435
0.370109778	0.129330435
0.370415194	0.129330435
0.370781694	0.129330435
0.371087111	0.129330435
0.371453611	0.129330435
0.371820111	0.129330435
0.372125528	0.129330435
0.372492028	0.129330435
0.372797444	0.129330435
0.373102861	0.129330435
0.373469361	0.129330435
0.373896944	0.129330435
0.374202361	0.129330435
0.374507847	0.129330435
0.374874431	0.129330435
0.375179847	0.129330435
0.375485264	0.129330435
0.375851764	0.129330435
0.376157181	0.129330435
0.376523681	0.129330435
0.376890181	0.129330435
0.377195597	0.129330435
0.377562097	0.129330435
0.377928597	0.129330435
0.378295097	0.129330435
0.378600514	0.129330435
0.378967014	0.129330435
0.379333514	0.129330435
0.379639	0.129330435
0.380005583	0.129330435
0.380311	0.129330435
0.3806775	0.129330435
0.381044	0.129330435
0.381349417	0.129330435
0.381715917	0.129330435
0.3820825	0.129330435
0.382387986	0.129330435
0.382754486	0.129330435
0.383120986	0.129330435
0.383426403	0.129330435
0.383792903	0.129330435
0.384098319	0.129330435
0.384464819	0.129330435
0.384770236	0.129330435
0.385136736	0.129330435
0.385442153	0.129330435
0.385808653	0.129330435
0.386114069	0.129330435
0.386480569	0.129330435
0.386847069	0.129330435
0.387152486	0.129330435
0.387518986	0.129443478
0.387824403	0.129443478
0.388190903	0.129443478
0.388496319	0.129330435
0.388862819	0.129330435
0.389290403	0.129330435
0.389595819	0.129330435
0.389962319	0.129330435
0.390328819	0.129330435
0.390634236	0.129330435
0.391000736	0.129443478
0.391306153	0.129443478
0.391672653	0.129443478
0.391978069	0.129443478
0.392344569	0.129443478
0.392649986	0.129330435
0.393016486	0.129330435
0.393321903	0.129443478
0.393688403	0.129443478
